Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1990,1990,hg/ha,62057,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1991,1991,hg/ha,60346,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1992,1992,hg/ha,62722,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1993,1993,hg/ha,56422,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1994,1994,hg/ha,61887,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1995,1995,hg/ha,60538,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1996,1996,hg/ha,67902,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1997,1997,hg/ha,69556,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1998,1998,hg/ha,64271,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",1999,1999,hg/ha,66272,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2000,2000,hg/ha,67110,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2001,2001,hg/ha,68381,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2002,2002,hg/ha,63495,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2003,2003,hg/ha,60542,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2004,2004,hg/ha,67291,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2005,2005,hg/ha,65682,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2006,2006,hg/ha,66010,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2007,2007,hg/ha,62736,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2008,2008,hg/ha,69123,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2009,2009,hg/ha,70335,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,65138,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2011,2011,hg/ha,65774,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2012,2012,hg/ha,63652,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2013,2013,hg/ha,67638,Fc,Calculated data
QC,Crops,117,Republic of Korea,5419,Yield,27,"Rice, paddy",2014,2014,hg/ha,69131,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1961,1961,hg/ha,28000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1962,1962,hg/ha,26500,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1963,1963,hg/ha,28492,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1964,1964,hg/ha,25000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1965,1965,hg/ha,23333,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1966,1966,hg/ha,30000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1967,1967,hg/ha,38023,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1968,1968,hg/ha,38023,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1969,1969,hg/ha,30000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1970,1970,hg/ha,30000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1971,1971,hg/ha,20000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1972,1972,hg/ha,14468,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1973,1973,hg/ha,10000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1974,1974,hg/ha,10000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1975,1975,hg/ha,10000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1976,1976,hg/ha,10000,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1977,1977,hg/ha,15917,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1978,1978,hg/ha,24214,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1979,1979,hg/ha,19852,Fc,Calculated data
QC,Crops,194,Saudi Arabia,5419,Yield,27,"Rice, paddy",1980,1980,hg/ha,14667,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1961,1961,hg/ha,18626,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1962,1962,hg/ha,19539,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1963,1963,hg/ha,19547,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1964,1964,hg/ha,19962,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1965,1965,hg/ha,17696,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1966,1966,hg/ha,18365,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1967,1967,hg/ha,21259,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1968,1968,hg/ha,23968,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1969,1969,hg/ha,25654,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1970,1970,hg/ha,22485,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1971,1971,hg/ha,20119,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1972,1972,hg/ha,20540,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1973,1973,hg/ha,19539,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1974,1974,hg/ha,20104,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1975,1975,hg/ha,19325,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1976,1976,hg/ha,19712,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1977,1977,hg/ha,21441,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1978,1978,hg/ha,22521,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1979,1979,hg/ha,24282,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1980,1980,hg/ha,25897,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1981,1981,hg/ha,26462,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1982,1982,hg/ha,28896,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1983,1983,hg/ha,31977,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1984,1984,hg/ha,27316,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1985,1985,hg/ha,30777,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1986,1986,hg/ha,30944,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1987,1987,hg/ha,31318,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1988,1988,hg/ha,30367,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1989,1989,hg/ha,29916,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1990,1990,hg/ha,30643,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1991,1991,hg/ha,30215,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1992,1992,hg/ha,30544,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1993,1993,hg/ha,31350,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1994,1994,hg/ha,29933,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1995,1995,hg/ha,31586,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1996,1996,hg/ha,31231,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1997,1997,hg/ha,32451,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1998,1998,hg/ha,35102,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",1999,1999,hg/ha,32810,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2000,2000,hg/ha,34374,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2001,2001,hg/ha,35228,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2002,2002,hg/ha,34889,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2003,2003,hg/ha,33696,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2004,2004,hg/ha,36516,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2005,2005,hg/ha,35465,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2006,2006,hg/ha,36705,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2007,2007,hg/ha,38337,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2008,2008,hg/ha,36800,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2009,2009,hg/ha,38748,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,40558,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2011,2011,hg/ha,35699,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2012,2012,hg/ha,36057,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2013,2013,hg/ha,38897,Fc,Calculated data
QC,Crops,38,Sri Lanka,5419,Yield,27,"Rice, paddy",2014,2014,hg/ha,38377,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1961,1961,hg/ha,25000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1962,1962,hg/ha,26100,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1963,1963,hg/ha,24473,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1964,1964,hg/ha,20000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1965,1965,hg/ha,19091,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1966,1966,hg/ha,23203,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1967,1967,hg/ha,23293,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1968,1968,hg/ha,19493,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1969,1969,hg/ha,22694,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1970,1970,hg/ha,18171,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1971,1971,hg/ha,15345,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1972,1972,hg/ha,26038,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1973,1973,hg/ha,6667,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1974,1974,hg/ha,44389,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1975,1975,hg/ha,49838,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1976,1976,hg/ha,36881,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1977,1977,hg/ha,30000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1978,1978,hg/ha,20000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1979,1979,hg/ha,20000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1980,1980,hg/ha,45000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1981,1981,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1982,1982,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1983,1983,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1984,1984,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1985,1985,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1986,1986,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1987,1987,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1988,1988,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1989,1989,hg/ha,50000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1990,1990,hg/ha,55714,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1991,1991,hg/ha,74118,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1992,1992,hg/ha,74211,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1993,1993,hg/ha,76000,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1994,1994,hg/ha,101765,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1995,1995,hg/ha,97222,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,27,"Rice, paddy",1996,1996,hg/ha,50000,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",1992,1992,hg/ha,20184,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",1993,1993,hg/ha,18306,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",1994,1994,hg/ha,15385,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",1995,1995,hg/ha,18000,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",1996,1996,hg/ha,17268,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",1997,1997,hg/ha,27093,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",1998,1998,hg/ha,24566,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",1999,1999,hg/ha,24908,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2000,2000,hg/ha,37900,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2001,2001,hg/ha,26100,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2002,2002,hg/ha,28523,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2003,2003,hg/ha,34604,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2004,2004,hg/ha,36408,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2005,2005,hg/ha,32844,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2006,2006,hg/ha,31415,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2007,2007,hg/ha,30707,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2008,2008,hg/ha,52616,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2009,2009,hg/ha,43558,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,51740,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2011,2011,hg/ha,58186,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2012,2012,hg/ha,62517,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2013,2013,hg/ha,66592,Fc,Calculated data
QC,Crops,208,Tajikistan,5419,Yield,27,"Rice, paddy",2014,2014,hg/ha,71808,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1961,1961,hg/ha,16585,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1962,1962,hg/ha,17202,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1963,1963,hg/ha,18725,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1964,1964,hg/ha,18384,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1965,1965,hg/ha,17805,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1966,1966,hg/ha,18360,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1967,1967,hg/ha,17497,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1968,1968,hg/ha,17882,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1969,1969,hg/ha,18474,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1970,1970,hg/ha,20207,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1971,1971,hg/ha,19369,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1972,1972,hg/ha,18308,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1973,1973,hg/ha,19242,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1974,1974,hg/ha,18254,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1975,1975,hg/ha,18308,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1976,1976,hg/ha,18450,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1977,1977,hg/ha,15910,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1978,1978,hg/ha,19552,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1979,1979,hg/ha,18209,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1980,1980,hg/ha,18878,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1981,1981,hg/ha,19521,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1982,1982,hg/ha,18880,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1983,1983,hg/ha,20351,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1984,1984,hg/ha,20670,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1985,1985,hg/ha,20608,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1986,1986,hg/ha,20522,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1987,1987,hg/ha,20147,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1988,1988,hg/ha,21465,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1989,1989,hg/ha,20853,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1990,1990,hg/ha,19556,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1991,1991,hg/ha,22534,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1992,1992,hg/ha,21744,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1993,1993,hg/ha,22495,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1994,1994,hg/ha,23521,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1995,1995,hg/ha,24158,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1996,1996,hg/ha,24097,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1997,1997,hg/ha,23787,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1998,1998,hg/ha,24654,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",1999,1999,hg/ha,24245,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2000,2000,hg/ha,26128,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2001,2001,hg/ha,27686,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2002,2002,hg/ha,28996,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2003,2003,hg/ha,28998,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2004,2004,hg/ha,28559,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2005,2005,hg/ha,29625,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2006,2006,hg/ha,29160,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2007,2007,hg/ha,30087,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2008,2008,hg/ha,29626,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2009,2009,hg/ha,28826,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,28837,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2011,2011,hg/ha,31013,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2012,2012,hg/ha,31781,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2013,2013,hg/ha,31463,Fc,Calculated data
QC,Crops,216,Thailand,5419,Yield,27,"Rice, paddy",2014,2014,hg/ha,30586,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1961,1961,hg/ha,19949,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1962,1962,hg/ha,17000,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1963,1963,hg/ha,15385,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1964,1964,hg/ha,13652,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1965,1965,hg/ha,16599,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1966,1966,hg/ha,16599,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1967,1967,hg/ha,17576,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1968,1968,hg/ha,19605,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1969,1969,hg/ha,18239,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1970,1970,hg/ha,17933,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1971,1971,hg/ha,15034,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1972,1972,hg/ha,17939,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1973,1973,hg/ha,19486,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1974,1974,hg/ha,23000,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1975,1975,hg/ha,20833,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1976,1976,hg/ha,20000,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1977,1977,hg/ha,20000,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1978,1978,hg/ha,20000,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1979,1979,hg/ha,20000,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1980,1980,hg/ha,20000,Fc,Calculated data
QC,Crops,176,Timor-Leste,5419,Yield,27,"Rice, paddy",1981,1981,hg/ha,20000,Fc,Calculated data
